Config,Gain,Vcc,Vout,RC,RE,RG
CC,123.2730499,8.483815464,1.925322066,745.6216802,184.6618525,18163.20112
CE,8.726955475,8.059882494,9.90431239,-1844.429896,-211.3736085,9393.754944
CG,30.77887727,18.99141807,15.58416503,993.6119749,70.43070893,9958.405869
CG,-0.960851562,7.020820535,9.18924377,316.5092536,135.1937629,6310.868735
CC,66.1678504,15.08848799,4.553501843,799.8491361,886.6784811,15844.86168
CE,44.65730929,15.48869655,4.229560754,11259.13579,252.0980224,9385.294935
CE,57.27299268,5.378692759,15.00567887,-9626.986108,-168.1144547,9011.124879
CC,64.81943423,11.18347557,2.823738357,565.2106354,643.4319139,14529.96257
CG,63.59460951,16.75888995,11.47999471,826.5412959,179.7296578,10208.79196
CE,74.24875342,10.04506508,5.743101674,4301.963407,57.91487385,9245.485352
CC,54.48935107,16.7602589,13.77390508,257.4253686,651.5868738,9273.939363
CG,32.06540908,15.43380611,1.848201661,453.5460863,688.0541596,21390.78883
CE,31.49219173,17.91508743,15.82414129,2090.94614,66.3707008,9572.220508
CC,45.95945627,5.725845653,18.40767493,514.1523314,548.2149065,1380.869111
CE,31.90832635,9.139019415,8.785545434,353.4739816,11.05279762,9221.959419
CE,58.03505277,14.0806747,11.07624302,3004.43168,51.74425904,9466.116308
CC,54.30717115,16.61356991,1.224227097,561.8087687,903.6140983,12127.70258
CG,4.059888704,13.34966622,1.702405022,557.3163946,98.99631078,7559.894887
CG,65.11608155,15.7824453,4.652610324,355.5844389,789.1659566,7707.258311
CG,46.1363363,16.01035931,3.201621156,570.6948836,363.4743197,13061.47861
CG,46.37453794,7.759604537,4.34311449,346.5214113,476.0289055,6480.943828
CC,62.27523459,14.16970349,14.29107675,858.4061482,754.4536189,19137.3234
CE,80.74532948,7.807185782,12.73878894,-4931.603163,-61.10101758,9181.652646
CE,68.77123554,16.27015405,11.47766048,4792.493573,69.66247231,9526.948258
CC,66.96656047,10.80838965,2.499911932,440.5030046,536.8554973,1045.906211
CE,61.37957346,9.315385513,5.953002879,3362.382634,54.7551564,9189.775715
CG,58.96013621,7.927203568,6.32702224,150.5315759,182.5060579,973.5098061
CC,59.34355913,18.37258632,14.00652236,759.3233976,238.515051,5778.307273
CC,77.20705192,11.78388182,1.883323961,860.5069835,860.6016441,782.6540297
CG,61.02501034,12.32194253,17.12242939,298.8845524,736.7685722,11790.15624
CE,74.85972381,14.58221877,17.71021989,-3128.001115,-41.80983376,9548.635104
CE,79.26433667,18.35530706,13.62884048,4726.466572,59.60416958,9586.16646
CC,30.69225986,7.59336829,16.78609558,290.5659022,822.6066416,15272.77784
CE,48.6388078,13.5962606,1.255332396,12340.9282,253.7009601,9298.556428
CC,61.88427396,11.19900278,6.91080784,542.9585781,103.1236745,1733.519529
CG,64.97462831,18.794491,15.7224715,970.5361862,608.7339774,15138.35265
CC,29.43667081,8.866694398,7.066133129,980.7794523,78.94737287,16176.34723
CC,43.30231499,17.0067474,1.785991843,215.2122225,712.1462541,6005.227432
CC,35.40999752,18.51676389,14.0519143,237.7364635,657.8889222,156.9852445
CE,93.89458799,5.654743858,15.59360333,-9938.859471,-105.8762496,8949.335699
CG,54.57164786,18.69859481,4.524600735,502.6876611,510.3466386,11815.72855
CG,70.28338582,6.944852774,4.17227155,962.815878,77.06700094,8611.129595
CC,78.38163656,9.259614718,17.48249007,162.858667,526.877249,4522.536951
CC,-1.607958919,15.24055601,1.715945672,865.8461036,805.549994,7898.453528
CG,-16.27498151,9.241976846,11.50263403,794.3750177,851.4083827,5815.920545
CC,51.01930609,14.6655171,16.99243427,990.1688478,512.4527601,20045.93313
CE,90.05733949,9.260821605,15.7075588,-6446.737191,-71.60980616,9321.453084
CE,33.11590584,15.02866667,3.888585575,11140.0811,336.3716896,9310.403436
CG,29.92342087,15.87274987,2.760955139,426.3231813,661.2535431,13014.00781
CE,101.6448084,13.55659427,7.36533665,6191.257625,60.88571173,9438.733876
CE,81.3565828,11.57873454,17.32662921,-5747.89467,-70.67564033,9456.482608
CE,41.35984215,10.47780187,13.10233814,-2624.536267,-63.48114805,9392.507265
CE,20.52938342,14.29470288,10.74412332,3550.579559,172.9261056,9389.335957
CG,57.92752895,11.73779172,8.266182477,751.3074419,376.9524956,1254.179479
CG,40.67672545,10.64311991,5.731203741,115.3812557,979.8991778,5501.007635
CG,54.63520953,5.62834511,4.584571766,199.9025688,26.50957557,17058.22352
CE,111.9673631,10.12610045,14.23062706,-4104.526612,-36.68324129,9344.943533
CE,61.03350286,5.167009841,14.60735043,-9440.340594,-154.6997303,8944.65022
CG,34.51396466,6.944438635,3.730636165,839.4587958,780.4703383,13032.18563
CC,23.31930594,8.074248175,9.981700164,247.5136436,873.8117557,21258.88086
CG,28.28112635,11.42327107,6.8126093,655.660169,988.3884992,12682.75148
CG,103.0391591,12.54634265,16.76407058,185.5289527,715.042126,5770.214943
CE,55.51650968,7.855626366,5.191981685,2663.644681,47.95432537,9047.874364
CE,46.63651631,7.262424251,6.317835292,944.5889589,20.22927784,9008.279807
CG,36.8313883,12.3192251,12.4555435,880.2718363,58.32382696,9308.177369
CG,45.61032321,6.23315521,14.06388757,390.4586406,231.7651428,2457.221815
CE,72.74146044,9.120075002,11.61633883,-2496.263826,-34.34193302,9270.117771
CC,74.25770517,18.93860307,5.586535763,519.2265804,614.1189993,492.4789288
CE,20.47588934,14.95178695,7.611164008,7340.622946,358.4758116,9292.074041
CE,44.12744017,6.099848234,16.39834699,-10298.49876,-233.4058333,9235.072499
CE,21.55938066,10.88523399,4.140549445,6744.684543,312.8172216,9069.549426
CE,76.66807197,9.265164083,10.15221879,-887.054704,-11.59506667,9256.996501
CG,45.18760726,17.32667011,6.028816048,576.4502383,571.7713849,576.9614222
CC,34.29429956,16.52603941,5.448755676,959.0550559,906.9818805,3904.187196
CG,90.35351996,13.48430004,2.879192692,295.5703392,471.3715758,7404.7813
CE,54.04904591,9.200703027,9.033377864,167.3251627,3.070802337,9235.850999
CE,67.70770577,9.830480579,1.535184818,8295.295761,122.4912729,9163.325469
CE,100.0331149,5.716593502,7.868639336,-2152.045834,-21.53833422,8813.171401
CG,43.19824416,8.988467511,3.301116247,506.2357097,989.9353191,19919.96245
CC,70.01069919,9.131914506,7.440298842,165.4905859,446.283449,20053.12497
CC,74.09977641,15.04158301,15.89572023,973.0664451,567.6826901,21159.91919
CG,46.9883867,18.69072374,15.87895864,293.0938605,175.3363637,16054.30512
CE,52.34832846,13.86058609,6.850035796,7010.55029,133.8961871,9398.36874
CG,76.74663803,14.25187272,5.156105667,583.2666299,924.7155543,9631.308835
CE,57.37980772,11.95305523,16.84591196,-4892.856725,-85.2964033,9485.735166
CG,44.10957682,16.78405472,17.9554587,391.407865,420.0306711,19682.06021
CC,80.3930902,8.705549392,3.042677469,685.4500668,992.288815,13127.54643
CC,28.51173737,13.63384345,10.21822263,618.5545556,924.2339078,12846.43374
CC,29.47734019,15.87771832,8.799478444,363.1145536,986.3836875,18515.40432
CE,32.37726818,5.798676389,4.068820206,1729.856183,53.40310807,8700.73262
CC,61.85158698,9.954144147,12.26293829,418.5212555,698.6065666,15953.73572
CG,95.42882556,19.68235555,14.35372383,878.6706283,622.1598105,11183.9929
CE,75.37466996,11.62873518,13.58990818,-1961.172993,-26.04399277,9420.439113
CC,11.07051845,10.0995848,7.961879242,163.4307947,614.3567969,268.290268
CE,49.78010229,13.86866022,5.201326064,8667.334161,174.0874217,9369.739104
CC,82.68553686,19.83862016,1.17033587,458.0352799,594.5469493,11638.22771
CC,37.80340293,16.84137852,5.105941375,238.4421745,519.8788474,16123.25681
CE,4.465900829,8.440084222,17.07961458,-8639.530361,-1934.579907,11462.7578
CE,164.2465202,13.31135933,15.12032032,-1808.960994,-11.03869448,9482.426033
CG,72.76795686,18.03755031,2.135693091,714.5579189,172.0564482,16162.18157
CG,68.5808198,15.37014603,18.25308852,580.4090246,34.63276245,19362.76407
CC,20.29169284,17.35410026,2.425977068,335.7893487,324.317456,9176.445768
CG,8.842283637,7.919235434,6.638952096,234.8636278,196.5592593,13956.05937
CG,50.91277264,19.93488745,9.734720859,394.9598079,643.8156928,1929.2541
CC,34.90918987,6.320042561,9.641380599,228.4402809,74.38142304,586.0568707
CC,132.4704898,18.79650163,11.33165536,966.6467618,13.81554137,9597.333815
CC,-5.614723374,19.4110861,9.306783238,608.4158218,619.5797649,6935.759053
CG,82.59163587,10.70917529,7.793072541,312.6573378,505.4125009,19818.40073
CG,58.10321029,19.73172872,14.89956214,148.5385377,88.44029283,4812.966879
CC,38.26384849,9.655798417,5.291996751,324.0377093,542.9923312,20285.52861
CC,30.59730699,5.557073133,14.65903747,869.3141496,871.8129349,13795.00172
CC,50.31929696,5.563155455,16.92641422,210.2292299,730.2054981,791.8778365
CC,82.60317027,5.884380022,3.276395549,853.9201847,757.3627269,17986.53896
CG,40.02734233,7.358638703,5.015879371,801.8634054,700.624368,18423.55618
CE,35.17723062,8.437678262,3.854156968,4583.521294,130.2729573,9015.993581
CG,32.81572943,5.873832993,12.65462552,462.0757499,535.4055243,13940.04253
CG,69.83108151,8.875545461,16.98773284,431.7955153,474.1551147,16291.29292
CG,39.91081159,7.653942414,14.44593524,195.26369,696.2717719,3390.331962
CE,53.62469159,11.07809467,6.528443222,4549.651444,84.81747291,9291.559157
CG,44.28215747,9.075508426,8.591565475,105.0335821,175.7891919,4576.616512
CC,61.2875616,17.24815852,11.03604262,598.3986523,26.53682982,7904.561308
CE,55.80417652,11.63255323,5.384098138,6248.45509,111.9461011,9302.005256
CG,10.35955288,12.47562066,4.171539737,670.562882,616.5366835,8165.50021
CC,33.8256632,18.97171527,2.111956986,673.5780068,423.3628801,8738.364666
CC,92.65082232,10.33737168,7.500872618,133.2901792,85.67762061,13359.12631
CE,82.65734242,6.645858247,15.28548931,-8639.631063,-104.5484556,9104.026113
CG,26.82383448,11.27610196,9.511585089,134.3620697,16.6255405,21860.00336
CG,15.6545952,12.42375617,7.429750716,420.3472632,672.9900038,7397.637243
CC,79.7929897,8.251676432,14.06799644,546.8484333,105.8010276,7239.523875
CC,88.66280533,5.306136606,10.34324497,388.5246049,803.023908,10994.7749
CE,14.62499431,9.387513837,9.970396373,-582.8825368,-39.88023169,9296.81087
CE,75.64477941,5.405325099,12.36130629,-6955.981189,-91.98086587,8875.14789
CC,32.12106877,14.13998858,6.939568021,200.4535382,93.60376899,5857.40528
CE,97.10329294,19.42721719,10.89285912,8534.358071,87.86448152,9594.453249
CG,47.77977173,7.953952244,5.603309933,427.8891566,160.1783936,9452.770581
CE,26.25626023,7.988047384,15.60856422,-7620.516831,-290.2611861,9487.060111
CG,120.7747039,16.69769517,15.43453757,131.8006551,38.4640965,21000.48895
CC,-2.321520197,19.51885683,13.67324337,716.0589987,621.89445,4918.666625
CE,49.76751553,8.456828072,11.63408195,-3177.253879,-63.86692269,9247.78762
CE,30.4784289,18.0430426,7.584029759,10459.01285,343.1361544,9421.862389
CG,60.74683016,18.36244568,9.081149473,280.5829919,964.4694489,6711.810584
CG,72.87239625,14.15362252,12.73493289,925.9929553,826.8796563,5888.416358
CC,68.09418403,18.62048618,6.243098826,488.4593717,306.4067313,20790.8752
CE,63.94043641,11.7991096,8.373366485,3425.743113,53.55209934,9361.348335
CC,14.2320393,15.54406802,10.62062018,281.8056963,590.4528262,6945.859411
CC,42.7778364,5.200231795,14.04913897,500.9965759,547.2604634,18176.48216
CE,50.49618971,14.4006407,4.05753226,10343.10844,204.8044831,9371.691509
CE,42.77050736,17.71646055,9.383315094,8333.145452,194.8089163,9494.927943
CG,134.8604359,5.506314556,5.832349023,277.463012,721.4976876,13364.10271
CG,84.31035416,18.9925109,11.62357001,549.304676,134.1197445,4324.370809
CG,35.87816441,8.219489656,11.53757317,220.4041362,570.5551105,16969.8779
CG,87.98255798,5.502123285,14.47078527,973.8762722,963.9130289,13758.37958
CC,84.54693318,15.32366801,6.138254678,446.514746,236.9145463,4123.964168
CE,37.95299952,17.21969081,14.48168267,2738.008137,72.11707498,9551.608049
CE,-5.266316464,11.26796143,8.774544304,2493.417123,473.4401136,8958.604783
CC,53.57369375,6.542431299,16.12440396,903.2841245,44.5573893,10125.42288
CG,71.15808362,7.285954554,8.246987913,123.2098022,659.8504755,16337.64866
CC,45.46205797,17.33610848,15.10679277,618.7194682,107.9541357,411.3637635
CE,24.549501,13.20951235,9.531376472,3678.135873,149.8002805,9356.675509
CE,60.2305202,7.444778871,18.1253857,-10680.60683,-177.353816,9297.969499
CC,48.7923897,10.23606637,17.80046486,890.5266721,837.155843,867.9185133
CC,91.68152801,17.53727529,14.61340367,784.8349785,243.4830376,12281.38959
CE,64.26593474,16.35452529,4.199821694,12154.7036,189.1063594,9456.35453
CC,22.83668282,10.34300243,2.367843509,430.9787526,843.409176,3517.231257
CC,59.28823385,11.82085035,14.22209787,571.7689402,389.6683067,16503.04158
CG,21.25274633,14.56518018,4.876924606,500.4766347,637.8082167,2251.111305
CG,66.31053125,9.840118343,11.45021063,334.927671,872.3090407,6431.064041
CE,77.37214616,11.12013143,6.317235037,4802.896392,62.05026391,9314.7111
CG,24.27249946,10.94994143,6.130745273,981.1950622,213.6249527,16594.59445
CE,83.13133868,15.17201425,17.67762894,-2505.614697,-30.16543485,9558.506501
CG,91.61159346,16.66552351,17.35098519,690.4485029,666.1391158,20437.70224
CG,29.69914365,10.20252715,2.573397928,369.6703761,996.7650902,21076.095
CC,70.47880705,14.75169732,18.16509761,668.7107708,802.6509275,17444.06859
CC,72.44507249,11.39885112,8.629388534,134.372949,272.4329967,10651.10403
CC,24.71671441,17.83383937,4.210505841,205.4228236,142.0991053,2210.136791
CC,49.92269747,16.82293577,9.092715694,397.4689513,389.7594975,16541.33751
CE,46.46429713,7.028297569,14.73186839,-7703.570823,-165.8204881,9239.958885
CC,52.80573074,16.73713564,7.409921782,482.9638281,724.1562444,15722.46543
CG,43.20787501,16.56918191,4.114980142,615.7210765,305.5826403,19108.94551
CG,55.19939703,15.52181723,15.8300176,540.966393,226.0915166,15445.04185
CC,24.95453292,12.94983902,9.073806366,993.7477333,917.8852273,5827.905082
CE,37.533193,7.973338243,14.38428453,-6410.946292,-170.8323782,9336.328642
CC,55.73330324,12.88885129,12.51081769,552.1786814,599.3297355,6334.866653
CG,64.26981526,9.269500156,15.96154595,540.6851867,972.6731664,18403.69401
CG,55.72202772,16.42003477,4.855539878,434.1054859,354.718208,2260.862598
CE,70.9749051,5.535074072,1.946362492,3588.711579,50.538105,8644.03241
CG,55.6732908,5.654613249,14.36183934,650.5825417,804.1973519,11934.94052
CC,41.55144595,16.33094517,10.95531306,729.4313481,541.2674733,13314.39396
CG,61.15130395,11.72963908,7.144791832,680.5493687,920.8597003,17265.0137
CC,-4.66783563,6.713718862,15.15042008,424.2249246,182.5199038,14882.24877
CC,59.12547074,6.473761854,10.86078165,901.9968179,314.7586411,1730.317209
CG,115.7979078,6.78233174,18.0502986,188.6041569,89.29839493,1138.092499
CC,47.93005526,11.97669838,14.55552904,826.8418148,632.6548144,8333.390644
CG,26.37779564,13.10803214,13.33967571,123.9817446,866.5086817,1526.583857
CE,1.910152997,11.4974231,17.0466508,-5549.227696,-2905.147106,11917.94899
CC,19.40322917,14.70994176,12.23625566,619.3629825,204.3195335,17889.06857
CE,46.32632699,11.40346138,13.5814801,-2178.018721,-47.03970767,9427.401672
CC,96.98606594,17.42027107,15.01330838,335.6901099,564.4144447,16157.31636
CG,102.2588599,8.195675045,9.29683086,274.2496315,487.2475438,16663.94721
CE,71.92227104,8.4947745,11.90197098,-3407.19648,-47.39831608,9231.761027
CE,45.07317327,16.55442476,9.691509316,6862.915449,152.2366437,9485.191025
CE,33.32468784,11.72818334,9.448303678,2279.879665,68.38913417,9344.835332
CE,32.99472185,10.61088419,14.81450028,-4203.616081,-127.4276828,9460.391512
CE,44.58263213,10.79619621,16.69886772,-5902.671507,-132.4234526,9474.281
CG,3.635644595,18.30202725,16.46249561,403.495521,67.95755565,4447.563739
CC,70.90447174,13.81969356,10.30285764,739.9665562,844.7347733,302.0944912
CE,25.54285458,17.20349884,11.07545043,6128.048408,239.8874338,9453.664953
CG,-13.34692296,17.12137456,14.02336389,438.7222159,306.6723664,2490.287485
CE,50.45456894,9.187303274,3.820926407,5366.376867,106.3355731,9122.337046
CC,28.57759459,10.05105098,15.335787,698.3544459,51.90675596,8939.722539
CC,76.52846217,13.83987431,11.48386669,538.9734245,128.2835404,12739.0974
CG,34.08152489,8.627280407,6.638777653,115.5163457,212.1086805,394.0716482
CC,103.7644046,9.986878394,13.8707059,473.6696607,945.0460731,7568.384551
CC,45.68031253,12.11300296,6.781982613,265.9794501,784.761939,16001.00174
CE,81.72102556,16.07729773,14.89455399,1182.743735,14.44794288,9555.616898
CE,95.07638985,16.25738393,6.477074638,9780.309296,102.8429077,9506.167222
CE,49.64640801,12.62753672,5.353835523,7273.7012,146.4851201,9329.651429
CG,44.7545057,5.874864439,16.55611942,967.4739249,23.78455289,20151.5883
CC,27.00652503,16.82455637,8.148692969,872.3897256,657.568612,11424.93213
CC,45.24921439,10.54526674,5.560524789,892.374183,23.01396334,8546.07704
CC,33.05850503,17.52850738,12.80352605,975.4346321,956.3821668,21029.24827
CG,73.66829305,12.29350517,4.351715549,182.8202144,692.127064,6363.971472
CG,85.2654852,14.62108118,6.528719701,585.9453084,954.3334522,5531.173207
CE,88.38283806,12.47216578,15.55917757,-3087.011791,-34.95272872,9466.77483
CE,47.07517779,10.58483726,1.538771399,9046.065857,192.1371178,9157.155565
CC,94.77802027,7.199493001,9.935118079,243.8169309,924.3745804,15120.47492
CG,45.65173791,5.020268755,8.137143854,323.4658163,791.3022447,13385.16998
CC,82.46274938,15.34709544,17.41387419,235.2507523,668.8162858,13273.28563
CG,53.83591422,12.38149088,2.493909606,298.7827423,269.7965277,243.7687146
CE,76.09153972,7.333144977,14.33538853,-7002.243549,-92.04894345,9170.954538
CG,94.28808849,6.485013044,16.48824415,208.811899,154.6367458,13763.30078
CC,99.71887206,11.28605523,1.965440902,197.869464,853.9804647,5032.895505
CE,76.08593959,13.03696463,16.81987973,-3782.915105,-49.74397732,9501.221303
CG,69.00882367,5.425609054,17.82029024,299.5404666,931.3224617,5369.712143
CE,79.42797801,19.7961299,13.65431923,6141.810668,77.30053216,9607.347226
CC,38.8431392,10.00638492,13.01691821,285.5085563,478.9075464,14699.19921
CE,35.18766552,14.25606174,5.556112801,8699.948941,247.2192776,9335.567357
CC,120.9146853,11.7204318,11.41957542,475.3714102,260.5339939,945.8942491
CC,39.17768278,13.00740641,15.72533921,993.2592733,904.8544028,10592.83604
CE,-11.84911927,10.56343868,1.081828227,9481.61045,800.1703759,8579.846562
CC,25.75082646,7.963014638,9.998568431,158.2447992,300.6189354,12036.86943
CG,65.22036115,5.719748875,1.523554179,486.2460317,894.7615214,8421.796569
CC,40.06043385,13.55526325,4.496877949,389.6490656,451.8504102,6824.556144
CE,49.68885524,10.14757068,5.902808304,4244.762378,85.4018499,9226.019828
CC,14.99105489,15.66044072,5.041780124,141.9930853,656.1227795,7463.121474
CG,30.16490744,17.20675665,13.58677435,316.7550895,72.34745767,16292.55895
CG,103.2774757,18.66713568,7.344086383,909.0580137,46.0065506,14074.53148
CG,-12.58484371,5.893325802,4.424064994,162.7624996,265.8485084,17858.75189
CG,42.16556877,6.625564902,12.5051896,773.2066086,788.1651339,2726.590073
CG,3.025899521,10.78537191,6.786822834,713.0306853,640.8572498,13241.94234
CG,-22.27368703,18.8641472,11.40440831,455.8634441,424.8122887,11380.64192
CG,39.0257316,15.93355026,6.624478768,553.5940071,448.6855935,15321.33448
CC,53.74851585,12.94473214,3.230034804,776.1014613,24.86343635,1559.600797
CC,21.97860928,19.11473635,4.083369966,487.1878245,202.7477243,3650.941585
CE,49.25077646,11.60945093,8.577943978,3031.506947,61.52747014,9344.045231
CE,59.73531603,11.47643885,6.165766802,5310.672053,88.87838924,9312.610472
CE,-34.36078071,8.339792719,14.81553729,-6475.744566,-188.4882547,9386.661321
CG,30.89335852,5.760090549,16.42134457,681.9255727,487.3044921,12951.44918
CE,114.4307485,9.377153057,12.62320311,-3246.050052,-28.3919389,9283.782554
CG,44.59103704,19.28994796,15.19333231,585.6943483,678.9202722,18117.11336
CG,67.71569056,16.86044639,9.476194988,563.5021078,401.4810855,21606.40274
CG,26.60636008,9.495104856,7.526524751,532.615166,889.3902659,20013.65778
CE,92.48521872,16.43903157,10.35987388,6079.157685,65.70612729,9534.214577
CE,34.32257606,12.14042623,4.716339254,7424.08698,216.278315,9245.266766
CE,36.87736119,17.66758913,15.6158178,2051.771338,55.61269402,9572.317033
CG,85.53174162,6.773705677,8.189532241,517.4977241,495.345563,1738.82597
CC,79.40894961,19.39987369,6.627087732,752.0639005,405.9189919,9650.831882
CG,20.51844246,8.172053479,9.416531336,312.5341131,106.5338851,21354.77239
CC,72.85660434,11.85733941,17.13893768,954.9876124,760.7660975,2231.779854
CE,29.35099436,17.20564651,15.48392831,1721.718207,58.63462104,9559.078108
CE,111.2969688,14.32579867,17.05006375,-2724.265084,-24.50244186,9528.474765
CC,47.63429095,16.07066061,13.6621441,854.1911552,441.2628983,15259.78492
CE,60.63681586,15.46732007,17.63504881,-2167.728742,-35.77438281,9570.561924
CG,-22.46611404,16.57394347,17.63069907,163.2983392,468.4950609,11998.96901
CG,64.26689441,16.13529136,16.79959996,880.023225,399.3382856,10268.46558
CG,56.85113522,8.339776413,11.77104856,869.5059259,423.1709604,905.3839025
CE,93.54191367,13.94439072,5.231996027,8712.394693,93.11394008,9431.23084
CG,35.14563715,11.6621525,5.160627982,348.2720218,61.04574839,9915.63759
CG,95.41323139,8.074964765,3.562897219,295.403903,774.0154252,6110.651187
CE,80.33513811,17.2981566,15.03676366,2261.392944,28.12448722,9579.073942
CE,83.15947164,15.6054727,13.25836914,2347.103552,28.19912776,9533.369388
CG,77.95546292,5.555444943,5.138531357,225.2738341,318.3419285,6216.05581
CC,41.21649895,7.68196872,4.953986171,856.5982436,606.984051,18414.89954
CG,49.08826545,9.23103865,4.467856159,651.2764178,641.3571511,18092.95551
CG,33.73623283,10.39981057,13.1543269,364.6455911,599.1775302,15651.29719
CG,46.76417707,17.77229649,17.72176862,471.537111,655.1199371,5179.400582
CG,100.9706378,10.43782251,9.860038645,191.26778,894.8354463,4055.864607
CC,57.60064656,17.17577516,11.89569791,964.1256999,769.1900068,17106.91743
CE,19.45916171,18.77063992,13.64654261,5124.097313,263.3006967,9486.804552
CC,48.99162535,9.086193956,1.658801029,958.6708898,315.4757905,9253.111401
CG,17.47919088,14.6066312,12.74522399,581.7332715,588.9518172,17593.64198
CC,56.95048512,8.816797036,5.731126229,964.9511498,410.0872589,17981.10282
CC,29.48519134,8.479879491,13.17990899,174.6390156,461.1535709,11781.18248
CC,82.46194864,8.144658952,16.80771635,570.2471703,957.7050661,17631.04814
CE,43.49140193,6.875044848,5.186692326,1688.352522,38.79537476,8925.395556
CG,58.86480561,15.92278507,4.959175581,132.6152776,377.3740462,21134.33889
CE,79.53799064,5.489099543,18.33620761,-12847.10807,-161.5466573,9019.049776
CE,53.37324195,7.773768063,11.65373259,-3879.964532,-72.71993833,9193.081069
CG,-23.40126033,18.56820602,18.30220701,642.3572104,395.0492479,21091.43411
CE,69.33138736,14.99335664,13.71772144,1275.635207,18.37410112,9520.871731
CE,41.58497505,14.40529274,2.538143277,11867.14946,285.3460853,9315.983296
CE,1.655122538,12.31589918,7.762811617,4553.087563,2750.881631,7198.027054
CE,30.51488048,6.457110348,8.378203872,-1921.093524,-62.98095769,9013.461118
